Job ID,ChatGPT Score,Company,Position
342860,65,Philadelphia Water Department,"PWD Co-op / Baxter Water Treatment Plant /Merlin Daniel/ Philadelphia, PA"
342864,55,Philadelphia Water Department,"PWD Environmental Research Co-op/Steve Ostrowski: Philadelphia, PA"
311858,45,Philadelphia Water Department,"PWD Northeast WPCP Laboratory Co-op / Jon Scaffidi/ Philadelphia, PA"
387280,60,LandHealth Institute,Community Resilience Project Associate
399476,45,LandHealth Institute,River Science and Education Associate
363781,55,Philadelphia Water Department,"Office of Watersheds Environmental Restoration Co-op/Lance Butler/Philadelphia, PA"
351219,65,Philadelphia Water Department,"Ecological Restoration Group Planning Co-op/Philadelphia, PA/Jiujia Guo/ Philadelphia, PA"
420333,45,LandHealth Institute,Native Plant Nursery Associate
437021,20,GlaxoSmithKline,"Spring Co-op/Drug Substance + Drug Product Analysis (UPPER PROVIDENCE, PA) *STEYER"
416960,30,Century Therapeutics ,Cell Therapy Molecular Assay Development Co-op
433311,30,Century Therapeutics ,Cell Therapy Analytical Development Co-op
426836,40,Century Therapeutics ,Cell Therapy In Vitro Pharmacology Co-op
414179,45,Children's Hospital of Philadelphia,22q Clinic Coordinator/ McDonald-McGinn
388179,50,Exelon,20967- T&S Chemistry Laboratory Assistant-PECO Co-op (Andrew Benner)
436998,50,University of Pennsylvania,Optimization and characterization of novel in vitro and in vivo systems to study TDP-43 proteinopath
421156,30,Century Therapeutics ,Cell Therapy Translational Development Co-op
426809,75,Digitas Health ,"Associate, Regulatory Review, Digitas Health"
434771,55,Children's Hospital of Philadelphia,Biorepository Core Research Co-op
398927,30,Century Therapeutics ,Cell Therapy Translational Research Co-op - Molecular Biology
430830,25,Century Therapeutics ,Cell Therapy Process and Product Development Co-op
433529,35,Century Therapeutics ,Cell Therapy Manufacturing Science and Technology Co-op
421146,25,Century Therapeutics ,iPSC Cell Therapy Research Co-op - Immunology
432430,55,University of Pennsylvania,Neurosurgery (Brain Tumor Core) Clinical Research Assistant
436939,65,Center for Interventional Pain and Spine,Medical Assistant
436937,45,University of Pennsylvania,Neurosurgery Clinical Research Assistant- Neuro ICU
436923,20,GlaxoSmithKline,"Spring Co-op/Research Science (BRANFORD,CT) *JASENOSKY"
6276,60,Philadelphia Water Department,"PWD Co-op / Industrial Waste Unit/ Jennifer Moore, Philadelphia, PA"
436910,45,Incyte Corporation ,"Myeloid Disease, Applied Technology, Co-op"
436909,20,Incyte Corporation ,"Tumor Biology, Co-op"
436905,30,Incyte Corporation ,"Myeloid Disease, Pharmacology, Co-op"
436902,45,Incyte Corporation ,"Myeloid Disease, Antibody Pharmacology Co-op"
372110,40,"Integral Molecular, Inc. ",Research Associate Co-op
382095,45,"Integral Molecular, Inc. ",Research Technician - Lab Management
277815,45,Philadelphia Water Department,"PWD Nutrient Analysis-Chemistry Lab Technician/Asha Chacko/Philadelphia, PA"
337314,40,Philadelphia Water Department,"Queen Lane Drinking Water Plant Engineering Co-op/Hiral Amin/Philadelphia, PA"
90778,40,Philadelphia Water Department,"Water Analysis & Metals Laboratory Co-op /  John Bain : Philadelphia, PA"
430671,20,Philadelphia Water Department,"Ecological Design Engineering Co-Op / Neha Ghaisas / Philadelphia, PA"
342871,50,Philadelphia Water Department,"PWD Co-op/Bureau of Lab Services - SRA/Tyler Bradley, Philadelphia, PA"
436894,40,Criterion Lab Inc.,Industrial Hygienist
436881,55,Willistown Conservation Trust ,PolyGone Warrior Fellowship/Willistown Conservation Trust Co-op
436880,65,Children's Hospital of Philadelphia,Internal Communications Assistant
431041,20,Illume Fertility,Reproductive Science Assistant
429538,40,"AdMed, Inc.",Medical Content Co-op
436876,40,CERTAINTEED Corporation,CT R&D Gypsum - Raw Materials
430943,55,Thomas Jefferson University Hospital,Rehabilitation Aid
426804,35,Thomas Jefferson University Hospital,Rehabilitation Aide
436869,40,CERTAINTEED Corporation,IPG Testing Group - R&D Co-Op
436864,40,CERTAINTEED Corporation,CertainTeed Roofing R&D - Granules
59542,60,Estee Lauder/Northtec,Industrial Engineer Co-op (Manufacturing Operations)
333676,60,Estee Lauder/Northtec,Quality Assurance Co-op (Keystone/Trevose Facility)
277715,80,Estee Lauder/Northtec,Management Co-op (PADC Facility - Shipping)
398942,45,Philadelphia Zoo,Animal Experience Assistant Co-op
428379,30,Chromatan ,Assistant Micro Fluidic / Controls Engineer
436808,45,GlaxoSmithKline,"Spring Co-op/Immunological Toxicology + Biomarkers (UPPER PROVIDENCE, PA) *WILLIAMS"
426010,30,Drexel University - College of Medicine,Laboratory Assistant
436801,70,Drexel University,Therapy Aide/Physical Therapy Receptionist
436770,40,Academy of Natural Sciences,Trends in Insect Diversity at Valley Forge and Hopewell Furnace National Parks
436742,45,PolyGone Systems Inc,Lab Analyst Assistant
418620,25,Briar Bush Nature Center,Animal Care Co-op
429085,25,LANXESS Corporation,Research Associate
436738,35,Academy of Natural Sciences,Aquatic Entomology Technician
421348,30,Innophos,"Food and Bakery Applications, Research and Development Department"
388136,60,Exelon,20966- Environmental Services- PECO co-op (Keith Kowalski)
333574,45,Community College of Philadelphia,Biology Lab Technician
345904,25,Thomas Jefferson University,Research Technician
436709,35,GlaxoSmithKline,"Spring Co-op/Stem Cell Research (UPPER PROVIDENCE, PA) *TORRES"
434810,60,Academy of Natural Sciences,"Bird Safe Philly Collision Monitor, Data Analyst, and Lab Assistant"
423138,75,Academy of Natural Sciences,Entomology Database Editor
436702,70,Children's Hospital of Philadelphia,Student Clinical Assistant I – Research Cellular Therapy & Transplant Section (CTTS)
436701,35,Children's Hospital of Philadelphia,Student Lab Assistant I – Research; Cellular Therapy & Transplant Section (CTTS)
429827,35,West Pharmaceutical Services,"Quality Associate, Change Management Co-op"
429894,65,West Pharmaceutical Services,"Quality Associate, Audit Management"
429818,65,West Pharmaceutical Services,Quality Co-Op
429760,30,West Pharmaceutical Services,Life Sciences Jr Scientist
429758,15,West Pharmaceutical Services,Cell Culture Jr. Scientist
387054,30,Lankenau Institute for Medical Research,Molecular Genetics Fellow
423716,40,Thomas Jefferson University,"Clinical Research Assistant Co-op (Wilmington, DE)"
436658,85,Children's Hospital of Philadelphia,Simulator Research Student/VG
436655,75,Children's Hospital of Philadelphia,Student Research Assistant/JM
429203,40,Lankenau Institute for Medical Research,LIMR Research Laboratory Student Technician
436630,75,Children's Hospital of Philadelphia,Student - Cellular Therapy & Transplant Section (CTTS) Regulatory & Quality
292901,45,"O'Keefe Chiropractic Center, P.A.","Physical Therapy Assistant/Medford, NJ"
434637,45,Fleetwood Ophthalmology,Ophthalmic Technician
416699,45,Academy of Natural Sciences,Diatom Herbarium curatorial and research assistant
432030,65,Thomas Jefferson University,Research Assistant
426891,70,Drexel University,Research Assistant - WELL Center - Manasse Lab
429812,40,West Pharmaceutical Services,Analytical Lab Co-Op
436602,55,Drexel University,"Research Technician - insects, climate change and symbiosis"
436596,30,West Pharmaceutical Services,Clinical Affairs Co-op
429091,45,Invisible Sentinel,QA Engineering Co-op
427041,45,Invisible Sentinel,Manufacturing Co-op
427039,55,Invisible Sentinel,QC Engineering Co-op
427261,25,Lankenau Institute for Medical Research,Research Assistant
411017,70,CenExel HRI,Clinical Research Assistant
398824,25,University of Pennsylvania,Medical Assistant - Level 2 Co-op Primary Care and Gynecological Care
367001,35,Drexel University,Biomedical Research Co-op
349154,60,Children's Hospital of Philadelphia,Clinical Research Assistant in Plastic and Reconstructive Surgery
418804,70,Jitsik LLC ,"Software Developer - Driving Simulation, Virtual Reality Startup"
425604,65,University of Penn School of Medicine,Translational Research Assistant
436506,60,GlaxoSmithKline,"Spring Co-op/Global Medical Operations (DURHAM, NC)*STRODER"
207961,35,Moss Rehab Hospital,Lab Assistant
429427,30,"Meadowbrook Pediatrics, PC",Medical Assistant
431742,85,University of Pennsylvania,"Administrative Assistant, School of Veterinary Medicine"
436497,30,GlaxoSmithKline,"Spring Co-op/Discovery DMPK Bioanalysis (UPPER PROVIDENCE, PA)*EISENNAGEL"
429931,65,University of Pennsylvania,Research Assistant
436489,70,Drexel University,"Exercise Science Lab Co-Op URA / Philadelphia, PA"
387420,30,Rutgers University,Temporary Research Assistant (Panettieri Lab)
42818,30,The Mentholatum Company R&D Site,Formulation Development Scientist Co-op
352918,30,Rutgers University,Temporary Clinical Research Assistant (Unpaid position)
342290,20,Rutgers University,Temporary Research Assistant (Panettieri Lab-Unpaid position)
436485,30,Syensqo ,Co-op Scientist - Electric Vehicle Lubricants
436484,25,Syensqo ,Coatings/Formulations Laboratory
426733,55,National Disease Research Interchange,Biomedical Researcher Analyst
345798,65,University of Pennsylvania,Clinical Research Assistant
429092,60,Norac Additives,Lab Technician Co-op
392317,55,University of Penn School of Medicine,Scientific Writing and Clinical Research
350122,75,University of Penn School of Medicine,Clinical Medical Innovation Project Assistant
436444,25,Thomas Jefferson University,Research Assistant
428402,25,Thomas Jefferson University,Orthopaedic Research Scientist
358495,40,Thomas Jefferson University,Research Assistant
432125,45,Lakernick Health and Wellness,Diagnostics Technician
432697,75,Children's Hospital of Philadelphia,Public Health Communication Co-op
339071,50,"Success Rehabilitation, Inc. ",Structured Day Treatment/Cognitive Rehab Therapist Assistant
436286,25,ConMed,R and D Engineering Co-op
436278,25,Syensqo ,Home Personal Care - CoOp
436211,25,Syensqo ,Technology Team - Synthesis
436210,40,Syensqo ,Technology Team - Synthesis - CoOp Encap
436127,60,Ivy Rehab Physical Therapy,Physical Therapy Aide - Art Museum District
419974,40,Crown Bakeries ,Co-op R&D Baker
416654,45,Crown Bakeries ,Co-op Process/Project Engineer
433192,45,Ivy Rehab Physical Therapy,Physical Therapy Aide
437162,30,"USDA, Agricultural Research Service, Eastern Regional",Laboratory Research Assistant
437132,65,Merck,Global Large Molecule Science and Technology Co-op
425953,55,University of Pennsylvania,Research Technician
431579,75,GPS of New Jersey MD PC,Plastic and Reconstructive Surgeon Shadow/Representative
415058,45,"Colorcon, Inc.",Associate Product Development Scientist
418347,45,"Colorcon, Inc.",Product Development - Chemist
436921,30,Johnson & Johnson,"Emerging Tech Co-Op - Spring House, PA"
419040,40,The Lumen Center,Medical Assistant
425580,50,ProScribe,Entry Level Medical Scribe
418747,75,Children's Hospital of Philadelphia,CVAP Clinical Coordinator
436840,75,Merck,Global Supplier Management Group Indirect Procurement Scope 3 Environmental Sustainability Co-op
436833,65,Merck,"NASCM Logistics, Compliance, and Engineering Co-op"
436741,75,Drexel University,Drexel DREAM Scholar Research Assistant and Trainee in Aging
422796,25,ReMed of Collage Rehabilitation Partners,"Brain Injury Specialist, New Jersey"
426246,40,ReMed of Collage Rehabilitation Partners,"Brain Injury Specialist, Suburban Phila. (Chester County, PA)"
436603,25,Vittoria Biotherapetics,Research Specialist
436601,35,Wills Eye Institute,Ophthalmic Technician
436581,25,Merck,Vaccine Manufacturing Co-op
426761,30,Children's Hospital of Philadelphia,Nursing Research Assistant Co-Op Lvl I
426295,25,Children's Hospital of Philadelphia,Nursing Co-Op Lvl I Endocrine/Diabetes
424479,30,University of Pennsylvania,Reproductive Laboratory Scientist
436549,65,Merck,Clinical Trial Slide Files Spring 2025 Co-op
436547,75,Merck,Global Supplier Management Group Direct Materials / CAPEX Co-op
436546,70,Merck,Research and Development Sourcing and Procurement Co-op
436539,20,Merck,Global Quality Large Molecule Analytical Sciences Co-op
420224,85,Boehringer Laboratories,Product and Business Development Co-Op
428804,85,Root Cause Insights,Research Analyst
431561,85,DVIRC ,Advanced Technology Scouting Co-op
430122,50,"Noramco of DE, Inc.",Engineering and Maintenance Co-op
344319,70,"Noramco of DE, Inc.",Supply Chain Co-op
344237,35,"Noramco of DE, Inc.","Environmental, Health, and Safety Co-op"
344028,45,"Noramco of DE, Inc.",Process Engineering Co-op
427565,65,Bryn Mawr Medical Associates Cardiology,Patient Services Coordinator/Medical Assistant
411574,85,Thomas Jefferson University Hospital,Coordinator: Medical School Research
427777,60,"Aqua Pennsylvania, Inc.",Water Quality Co-op (Treatment)
429839,30,IMCD,Lab Technician Co-op
428280,25,Northern Children's Services,Behavioral Health Technician (Wellness & Resiliency Program)
421396,40,University Square Dental Associates ,Administrative /Dental assistant
421394,85,University Square Dental Associates ,Administrative Assistant
437103,20,Secant Group,Drug Delivery Co-op
437101,35,Secant Group,Medical Devices Co-op
437089,30,Crayola,Crayola R+D Product Development Co-Op (Spring 2024) - O'Connor
437088,40,Crayola,Crayola R+D Product Development Co-Op (Spring 2024) - Young
437087,40,Crayola,Crayola R+D Product Development Co-Op (Spring 2025) - Moskal
427562,50,Philadelphia Water Department,PWD Material Analyst Co-op/Adam Erying/BLS/1500 E Hunting Park Ave
423589,65,Philadelphia Water Department,"PWD Planning & Research/Demonstration Planning Co-op/Sean McKelvey/Phila, PA 19107"
433612,60,Digitas Health ,"Associate, Science and Medicine, Digitas Health"
429560,25,Kulicke & Soffa,Process R&D Engineering Co-op
422736,45,Accurate Tool Company,Machinist Co-Op
436938,30,One-D Nano,Lab Scientist
434510,40,Project Joy Studio,Joyful Architecture and/or Material Science/Chemistry Intern
436917,40,"Crazy Aaron Enterprises, Inc.",Materials and Process Engineer
421544,65,Philadelphia Water Department,"PWD Southeast Water Treatment Co-op / Hasib Ahmed/ Philadelphia, PA (new)"
436896,40,Criterion Lab Inc.,Laboratory Analyst
436872,65,CERTAINTEED Corporation,Roofing R&D - Asphalt
436870,45,CERTAINTEED Corporation,R&D Gypsum
436861,50,CERTAINTEED Corporation,"R&D Co-Op - Sustainability, Fire and Analytical"
335495,85,Estee Lauder/Northtec,Management Co-op (PADC Facility – Distribution/ECOMM Operations)
436847,45,CERTAINTEED Corporation,Commercial Roofing R&D
317904,65,Estee Lauder/Northtec,Commercialization and Validation Engineering Co-op (Trevose/Keystone Facility)
277716,85,Estee Lauder/Northtec,Management Co-op (Keystone Facility)
436844,35,CERTAINTEED Corporation,Roofing R&D Co-Op
177653,85,Estee Lauder/Northtec,Management Co-op (Trevose Facility)
422875,30,Johnson Matthey Inc,PGM Refining Technology Co-Op
436815,20,Integral Consulting Inc,Hydrogeologist/Environmental Scientist
436799,45,"Stonhard, Incorporated",R&D Co-op
427783,40,Innophos,"Asphalt Lab, Research and Development Department"
429332,45,Innophos,Synthesis and Development Lab
436718,40,"Adesis, Inc. ",Chemistry Co-op Student
436717,30,"Adesis, Inc. ",Analytical Chemistry Co-op Student
436716,25,"Adesis, Inc. ",Manufacturing Analytical Chemistry Co-op Student
436714,40,"Adesis, Inc. ",Manufacturing Chemistry/Engineering Co-op Student
429821,45,West Pharmaceutical Services,Quality Engineering Co-Op
436656,60,Bay Hill Labs,Sample Administrator
436595,40,Syensqo ,Novel Biosurfactants for Agro & HPC Applications - Phys Chem
436593,35,Syensqo ,Biomaterials for Hair Fortification - Phys Chem CoOP
436586,45,Arkema,Applications Chemist
436559,30,Syensqo ,Agricultural Market Lab Coop
436483,25,Syensqo ,Coatings Emulsion Polymerization Co-op
429073,45,Siva Corrosion,Corrosion Technologist
435535,45,Pocono Environmental Education Center,Program Instructor/ Summer Camp Counselor
416656,40,Crown Bakeries ,Co-op QA Specialist
335493,75,Estee Lauder/Northtec,Management Co-op (PADC Facility – Receiving)
437165,20,Hovione,Process Engineer/Scientist Co-op
437118,60,Heraeus Inc.,Quality Control Intern
437037,20,Sartomer Company Inc,R&D Chemist
370000,85,Heraeus Inc.,Product Manager Co-op
253951,45,Heraeus Inc.,Research and Development Technician
436888,40,Hillock Anodizing Inc.,Chemical Processor
436851,30,The Chemours Company,Chemical Engineering Co-op
436823,65,"Antares Nuclear, Inc",Quality Engineering Co-op
206380,40,Dontech Inc.,Project and Applications/Quality Engineering Co-op
433433,35,Axalta Coating Systems,Chemistry/Chemical Engineering Co-Op
416046,20,FXI,Research and Development Co-op
436380,25,"USDA, Agricultural Research Service, Eastern Regional",Chemistry / Chemical Engineering Co-op
437177,75,BLOCS,Marketing Assistant Co-op
437155,85,Foreword,Marketing & Operations Assistant
424723,75,Berks County Community Foundation,Marketing Communication Co-op
437146,85,Drexel Urban Health Collaborative,Creative Marketing and Design Communications Co-op
429044,75,Saxbys Coffee,Student Cafe Executive Officer
343685,85,U-Combination,Education Assistant
427960,85,CraftNOW Philadelphia,Project Design and Operations Co-op
431455,85,Drexel University,"Drexel Athletics Marketing Coordinator, External Relations"
344770,75,Argyle Interactive,Creative Coordinator Co-op
344767,75,Argyle Interactive,Web Developer  Co-op
322382,75,Argyle Interactive,Social Media Manager Co-op
322381,85,Argyle Interactive,Marketing Developer
437116,85,Digitas Health ,Talent Coordinator
426812,75,Digitas Health ,"Associate Producer, Digitas Health"
428545,75,Falkbuilt Philadelphia,Project Coordinator | Office Manager
434652,80,Vondern,Marketing/Entrepreneurship Co-op
421494,85,U.S. SQUASH,Events and Program Support
421493,75,U.S. SQUASH,Marketing and Communications Assistant
406574,85,U.S. SQUASH,Facility Assistant
437104,85,Urban Outfitters,Anthropologie Consumer Insights Co-op
437100,75,Morgan Lewis Bockius,Marketing Assistant Co-Op (Events)
427628,70,Morgan Lewis Bockius,Marketing Assistant Co-Op (Public Relations)
429783,70,Morgan Lewis Bockius,Business Development Co-Op
398855,75,"ESF, Inc. ",Customer Engagement Co-op
418159,75,"ESF, Inc. ",Recreational Operations Co-op
437097,60,Labademic Incorporated,Non-Profit Media/Graphic Design Co-op
437091,65,Summer Salt,Executive Food Expeditor
421859,75,Legacy Youth Tennis and Education,Sports Marketing and Communications Co-op
377734,85,VestedIn,"WesGold Fellows, Program Coordinator"
424158,70,FreeAxez,Marketing Co-op
431196,75,"Goodwin Simon Strategic Research, Inc.",Public Opinion Research Co-op
437026,60,WXPN Radio,Editorial & Digital Content Co-op
402234,70,LandHealth Institute,Social Media and Communications Associate
437013,65,WXPN Radio,NPR World Cafe Co-op
422954,75,Exelon,00067 - Exelon Utilities (EU) Analytics- Business Marketing - BSC Co-Op (Autumn Schieffer)
436991,85,Macquarie Group,Marketing Campaign Design and Management Co-op
436976,65,Commonwealth Proper,Showroom Assistant
436972,75,CrossFit Renaissance,Digital Media Co-op
436970,70,Upside Down Crab Bucket Inc,Event Coordinator
426807,80,Digitas Health ,"Account Coordinator, Digitas Health"
436963,85,Macquarie Group,U.S. Wealth Channel Marketing Co-op
436959,65,Gravers Lane Gallery,Gallery Co-op - Marketing and Communications
429184,70,"TMNA Services, LLC",Corporate Communications Co-op
433277,70,National Board of Medical Examiners,Technical Communications Analyst
433282,85,National Board of Medical Examiners,Digital Marketing Analyst
422099,75,NewPoint Strategies,Marketing Social Media Co-Op
336672,75,CHUBB,Multinational Accident and Health Insurance Research and Analysis Co-op
429687,75,Project Joy Studio,Joyful Marketing Co-op
436918,65,Commonwealth Proper,Operations/Marketing Assistant
436916,65,YEN Studios,Social Media/PR and Marketing Intern
90600,60,Philadelphia Water Department,"WaterWorks Interpretive Center Co-op / Stacey Heffernan: Philadelphia, PA"
351114,55,The Mom Edit ,"Video / YouTube Channel Co-op / Philadelphia, PA"
369608,72,The Mom Edit ,Social Media Co-op For Center City Fashion Blog
416872,70,The Mom Edit ,General Co-op For Center City Fashion Blog
423237,70,The Mom Edit ,Editorial Assistant For Center City Fashion Blog
436882,85,Philadelphia Theatre Company,Development and Fundraising Office Intern
431018,60,SocialLadder,Marketing Content Specialist
431013,85,SocialLadder,Marketing Co-Op
423324,70,Summer Salt,Social Media / Photography Co-op
436879,75,Vertex Incorporated,Sales Enablement Content Creation Co-Op
436878,85,Beechwood Property Holdings Management,Real Estate Operations Co-op
436877,75,Vertex Incorporated,International Sales Enablement & Sales Support Co-Op
424477,75,Duane Morris LLP,Legal Recruitment & Development Co-op
292074,85,Duane Morris LLP,"Marketing & Business Development Co-op/Philadelphia, PA"
436846,75,Philadelphia Theatre Company,General Management Intern
436843,60,Van Wyck & Van Wyck,Event Co-op
436836,80,Incyte Corporation ,US Market Access Co-Op
436832,85,Incyte Corporation ,Social Media Strategy & Analytics
436828,85,Drexel University,Project Coordinator (Co-op)
436825,75,Incyte Corporation ,"US Product Strategy, Co-Op"
436818,75,University of Pennsylvania - Athletic Equipment Operations,Social Media Manager of University of Pennsylvania Swimming and Diving
436814,80,MJ Test Prep,Front Desk Personnel and Administration Co-op
436807,80,BlackStar Projects,Impact Analyst
435753,70,Pennsylvania Environmental Council,Program Coordinator
435592,80,Women Against Abuse,Creative Marketing and Fundraising Co-op
436806,60,Michele Marie PR,Michele Marie PR Spring/Summer 2025 Fashion PR Co-op
436805,75,Silvi Specter Consulting LLC,Marketing Co-op
433338,75,Philadelphia Lawyers for Social Equity,Legal Administrative Assistant
436803,75,Drexel University,Social Media Manager/Content Creator
434532,75,Academy of Natural Sciences,Volunteer Program Assistant
285632,75,En Route,"Marketing Co-op: Social Media, Public Relations, Digital Marketing, Content Development"
341586,65,Philly AIDS Thrift,Social Media Assistant - Thrift Store
430703,75,Painted Bride Quarterly,Editorial Assistant Co-op
436745,45,Mizu Brand LLC,Digital Marketing Co-op
429434,85,Children's Hospital of Philadelphia,Program Assistant
345715,75,LAGOS,Marketing Co-op
436735,75,Musicopia,Brand Storyteller
436733,75,Sole Provisions,Marketing Co-op - Sole Provisions
422467,75,Ditto PR,"Emerging Tech Communications/PR Co-op, Remote"
423265,75,Philadelphia College/Osteopathic Med.,Admissions/Communications Co-op
436729,85,Drexel University,Communication and Programs Coordinator
370002,55,"FEW MODA, INC.",Merchandising/ Buying Co-op - Fashion Industry/NYC
419736,75,Drexel University,Marketing and Communications Assistant Co-op
436720,75,FringeArts,Marketing Co-op
436715,75,Urban Outfitters,URBN SEO Analyst Co-op
436713,70,FringeArts,Patron Services and Venue Administration Co-op
356503,85,Drexel University,Project Assistant
372074,75,Drexel University,Publishing/Editorial Assistant
432929,40,Black Female Therapist,"Mental Health, Animation/Audio/Video/Film Specialist"
436681,75,University of Pennsylvania - Athletic Equipment Operations,Fitness and Wellness Co-op
436680,75,University of Pennsylvania - Athletic Equipment Operations,Campus Recreation Co-op
436671,75,Urban Outfitters,Nuuly CRM Co-op
431197,70,Gift of Life Donor Program,Communications and Development Co-op
392434,75,Gift of Life Donor Program,Public Affairs Co-Op
436610,85,The Dougherty Team of Marcus & Millichap,Financial Analyst (Commercial Real Estate Investments)
436609,85,The Dougherty Team of Marcus & Millichap,Investment Sales Analyst (Commercial Real Estate Investments)
426939,45,Kindercare Learning Center ,Assistant Teacher/Aide (Center City Philadelphia)
416213,60,Kindercare Learning Center ,Assistant Teacher/Aide (Chester County)
411454,45,Kindercare Learning Center ,Assistant Teacher/Aide (Montgomery County)
397254,40,Kindercare Learning Center ,Assistant Teacher/Aide (Delaware County)
426878,80,US Dream Academy ,Mentoring Assistant
349539,75,Drexel University,Video Collaboration And Production Support Specialist
211303,85,NRG Consumer East,Sales Ops Analyst
436594,85,GroundTruth,Marketing CooP
436592,75,GroundTruth,Salesforce Associate
341131,85,U.S. Department of Labor,Federal Contractor Compliance Officer Co-op
436575,70,Integrated Work,"Graphic Design, Research, and Operations Support Co-op"
436563,85,Cozen O'Connor,Legal Innovation Co-op
436558,75,Social Responsibility Through Me,Marketing Intern
339171,75,Cashman & Associates,"Special Events Co-op / Philadelphia, PA"
339170,75,Cashman & Associates,"Public Relations and Marketing Co-op / Philadelphia, PA"
436555,75,University City Housing,Amenity and Events Intern
287490,60,Keystone Pictures,TV/STREAM/AV Production Co-Op
370043,85,Drexel University,STEAM Education Assistant
429450,75,Drexel University,Events Coordinator
436544,60,Your Philly Living,Video Production & Social Media Coordinator
436542,75,Echo Hospice of Pennsylvania,Events Coordination Assistant
433474,75,Dental Nachos,Operations and Marketing Assistant
361561,75,"Econsult Solutions, Inc.",Marketing Assistant
