Position ID,Company,Position,Score
436591,"Magisterial District Courts of Montgomery County, PA",District Court Liaison,15
436554,Penn Mutual Life Insurance,Human Resources Co-op,20
426401,Independence Blue Cross,College Co-op: Health Equity Analyst (Ross),40
426392,Glenmede,Private Wealth Program Management Co-op,40
403154,Global Career Center,International co-op / Singapore,55
437140,"Medidata Solutions, Inc.",Technical Writer Co-op,85
402675,Drexel University,Research Assistant Position at the AJ Drexel Autism Institute,40
437134,Latus Bio Inc,Undergraduate Co-op Student - Molecular Biology,40
437127,Bristol Myers Squibb Company,Cell Therapy Training and Learning Co-op,55
432850,Woodstock Farm Sanctuary,Animal Caregiving Co-op,30
424307,ANI Pharmaceuticals,Strategic Analytics Co-Op,83
437119,PhytogenX,Process Engineer Intern,60
429600,Penn Vet Working Dog Center,Applied Data Science: Using Big Data to Optimize Working Dog Selection,55
428563,Penn Vet Working Dog Center,Olfaction and Behavioral Science Research,35
350815,Penn Vet Working Dog Center,Applied Behavioral Science Co-op,30
437080,TOSOH BIOSCIENCE LLC,Student Co-Op-Column Technologies,35
430827,Century Therapeutics ,iPSC Biology Cell Therapy Research Co-op,30
430829,Century Therapeutics ,Cell Therapy iPSC Biology Process Co-op,45
342863,Philadelphia Water Department,"Aquatic Biology Laboratory & Water Analysis Laboratory Co-op/ Ivanna Szpilczak : Philadelphia, PA",15
313861,Philadelphia Water Department,PWD Southwest WPCP Laboratory Co-op /Emmanuela Gauthier,25
20703,Philadelphia Water Department,"PWD Aquatic Biology Laboratory and Water Analysis Laboratory Co-op/Ivanna Szpilczak:Philadelphia, PA",30
342860,Philadelphia Water Department,"PWD Co-op / Baxter Water Treatment Plant /Merlin Daniel/ Philadelphia, PA",40
342864,Philadelphia Water Department,"PWD Environmental Research Co-op/Steve Ostrowski: Philadelphia, PA",33
311858,Philadelphia Water Department,"PWD Northeast WPCP Laboratory Co-op / Jon Scaffidi/ Philadelphia, PA",20
387280,LandHealth Institute,Community Resilience Project Associate,15
399476,LandHealth Institute,River Science and Education Associate,5
363781,Philadelphia Water Department,"Office of Watersheds Environmental Restoration Co-op/Lance Butler/Philadelphia, PA",30
351219,Philadelphia Water Department,"Ecological Restoration Group Planning Co-op/Philadelphia, PA/Jiujia Guo/ Philadelphia, PA",30
420333,LandHealth Institute,Native Plant Nursery Associate,35
437021,GlaxoSmithKline,"Spring Co-op/Drug Substance + Drug Product Analysis (UPPER PROVIDENCE, PA) *STEYER",35
416960,Century Therapeutics ,Cell Therapy Molecular Assay Development Co-op,55
433311,Century Therapeutics ,Cell Therapy Analytical Development Co-op,35
426836,Century Therapeutics ,Cell Therapy In Vitro Pharmacology Co-op,40
414179,Children's Hospital of Philadelphia,22q Clinic Coordinator/ McDonald-McGinn,40
388179,Exelon,20967- T&S Chemistry Laboratory Assistant-PECO Co-op (Andrew Benner),40
436998,University of Pennsylvania,Optimization and characterization of novel in vitro and in vivo systems to study TDP-43 proteinopath,75
421156,Century Therapeutics ,Cell Therapy Translational Development Co-op,25
426809,Digitas Health ,"Associate, Regulatory Review, Digitas Health",40
434771,Children's Hospital of Philadelphia,Biorepository Core Research Co-op,45
398927,Century Therapeutics ,Cell Therapy Translational Research Co-op - Molecular Biology,40
430830,Century Therapeutics ,Cell Therapy Process and Product Development Co-op,45
433529,Century Therapeutics ,Cell Therapy Manufacturing Science and Technology Co-op,35
421146,Century Therapeutics ,iPSC Cell Therapy Research Co-op - Immunology,30
432430,University of Pennsylvania,Neurosurgery (Brain Tumor Core) Clinical Research Assistant,55
436939,Center for Interventional Pain and Spine,Medical Assistant,15
436937,University of Pennsylvania,Neurosurgery Clinical Research Assistant- Neuro ICU,20
436923,GlaxoSmithKline,"Spring Co-op/Research Science (BRANFORD,CT) *JASENOSKY",40
6276,Philadelphia Water Department,"PWD Co-op / Industrial Waste Unit/ Jennifer Moore, Philadelphia, PA",20
436910,Incyte Corporation ,"Myeloid Disease, Applied Technology, Co-op",40
436909,Incyte Corporation ,"Tumor Biology, Co-op",30
436905,Incyte Corporation ,"Myeloid Disease, Pharmacology, Co-op",40
436902,Incyte Corporation ,"Myeloid Disease, Antibody Pharmacology Co-op",50
372110,"Integral Molecular, Inc. ",Research Associate Co-op,20
382095,"Integral Molecular, Inc. ",Research Technician - Lab Management,40
277815,Philadelphia Water Department,"PWD Nutrient Analysis-Chemistry Lab Technician/Asha Chacko/Philadelphia, PA",20
337314,Philadelphia Water Department,"Queen Lane Drinking Water Plant Engineering Co-op/Hiral Amin/Philadelphia, PA",25
90778,Philadelphia Water Department,"Water Analysis & Metals Laboratory Co-op /  John Bain : Philadelphia, PA",30
430671,Philadelphia Water Department,"Ecological Design Engineering Co-Op / Neha Ghaisas / Philadelphia, PA",30
342871,Philadelphia Water Department,"PWD Co-op/Bureau of Lab Services - SRA/Tyler Bradley, Philadelphia, PA",40
436894,Criterion Lab Inc.,Industrial Hygienist,25
436881,Willistown Conservation Trust ,PolyGone Warrior Fellowship/Willistown Conservation Trust Co-op,40
436880,Children's Hospital of Philadelphia,Internal Communications Assistant,40
431041,Illume Fertility,Reproductive Science Assistant,20
429538,"AdMed, Inc.",Medical Content Co-op,72
436876,CERTAINTEED Corporation,CT R&D Gypsum - Raw Materials,30
430943,Thomas Jefferson University Hospital,Rehabilitation Aid,20
426804,Thomas Jefferson University Hospital,Rehabilitation Aide,30
436869,CERTAINTEED Corporation,IPG Testing Group - R&D Co-Op,30
436864,CERTAINTEED Corporation,CertainTeed Roofing R&D - Granules,30
59542,Estee Lauder/Northtec,Industrial Engineer Co-op (Manufacturing Operations),75
333676,Estee Lauder/Northtec,Quality Assurance Co-op (Keystone/Trevose Facility),55
277715,Estee Lauder/Northtec,Management Co-op (PADC Facility - Shipping),65
398942,Philadelphia Zoo,Animal Experience Assistant Co-op,20
428379,Chromatan ,Assistant Micro Fluidic / Controls Engineer,65
436808,GlaxoSmithKline,"Spring Co-op/Immunological Toxicology + Biomarkers (UPPER PROVIDENCE, PA) *WILLIAMS",10
426010,Drexel University - College of Medicine,Laboratory Assistant,10
436801,Drexel University,Therapy Aide/Physical Therapy Receptionist,10
436770,Academy of Natural Sciences,Trends in Insect Diversity at Valley Forge and Hopewell Furnace National Parks,40
436742,PolyGone Systems Inc,Lab Analyst Assistant,45
418620,Briar Bush Nature Center,Animal Care Co-op,15
429085,LANXESS Corporation,Research Associate,10
436738,Academy of Natural Sciences,Aquatic Entomology Technician,30
421348,Innophos,"Food and Bakery Applications, Research and Development Department",25
388136,Exelon,20966- Environmental Services- PECO co-op (Keith Kowalski),30
333574,Community College of Philadelphia,Biology Lab Technician,40
345904,Thomas Jefferson University,Research Technician,40
436709,GlaxoSmithKline,"Spring Co-op/Stem Cell Research (UPPER PROVIDENCE, PA) *TORRES",30
434810,Academy of Natural Sciences,"Bird Safe Philly Collision Monitor, Data Analyst, and Lab Assistant",60
423138,Academy of Natural Sciences,Entomology Database Editor,45
436702,Children's Hospital of Philadelphia,Student Clinical Assistant I – Research Cellular Therapy & Transplant Section (CTTS),60
436701,Children's Hospital of Philadelphia,Student Lab Assistant I – Research; Cellular Therapy & Transplant Section (CTTS),45
429827,West Pharmaceutical Services,"Quality Associate, Change Management Co-op",45
429894,West Pharmaceutical Services,"Quality Associate, Audit Management",45
429818,West Pharmaceutical Services,Quality Co-Op,40
429760,West Pharmaceutical Services,Life Sciences Jr Scientist,25
429758,West Pharmaceutical Services,Cell Culture Jr. Scientist,20
387054,Lankenau Institute for Medical Research,Molecular Genetics Fellow,25
423716,Thomas Jefferson University,"Clinical Research Assistant Co-op (Wilmington, DE)",20
436658,Children's Hospital of Philadelphia,Simulator Research Student/VG,70
436655,Children's Hospital of Philadelphia,Student Research Assistant/JM,40
429203,Lankenau Institute for Medical Research,LIMR Research Laboratory Student Technician,30
436630,Children's Hospital of Philadelphia,Student - Cellular Therapy & Transplant Section (CTTS) Regulatory & Quality,60
292901,"O'Keefe Chiropractic Center, P.A.","Physical Therapy Assistant/Medford, NJ",30
434637,Fleetwood Ophthalmology,Ophthalmic Technician,15
416699,Academy of Natural Sciences,Diatom Herbarium curatorial and research assistant,25
432030,Thomas Jefferson University,Research Assistant,30
426891,Drexel University,Research Assistant - WELL Center - Manasse Lab,25
429812,West Pharmaceutical Services,Analytical Lab Co-Op,40
436602,Drexel University,"Research Technician - insects, climate change and symbiosis",30
436596,West Pharmaceutical Services,Clinical Affairs Co-op,30
429091,Invisible Sentinel,QA Engineering Co-op,25
427041,Invisible Sentinel,Manufacturing Co-op,20
427039,Invisible Sentinel,QC Engineering Co-op,55
427261,Lankenau Institute for Medical Research,Research Assistant,30
411017,CenExel HRI,Clinical Research Assistant,35
398824,University of Pennsylvania,Medical Assistant - Level 2 Co-op Primary Care and Gynecological Care,35
367001,Drexel University,Biomedical Research Co-op,70
349154,Children's Hospital of Philadelphia,Clinical Research Assistant in Plastic and Reconstructive Surgery,30
418804,Jitsik LLC ,"Software Developer - Driving Simulation, Virtual Reality Startup",82
425604,University of Penn School of Medicine,Translational Research Assistant,45
436506,GlaxoSmithKline,"Spring Co-op/Global Medical Operations (DURHAM, NC)*STRODER",60
207961,Moss Rehab Hospital,Lab Assistant,65
429427,"Meadowbrook Pediatrics, PC",Medical Assistant,30
431742,University of Pennsylvania,"Administrative Assistant, School of Veterinary Medicine",45
436497,GlaxoSmithKline,"Spring Co-op/Discovery DMPK Bioanalysis (UPPER PROVIDENCE, PA)*EISENNAGEL",20
429931,University of Pennsylvania,Research Assistant,30
436489,Drexel University,"Exercise Science Lab Co-Op URA / Philadelphia, PA",35
387420,Rutgers University,Temporary Research Assistant (Panettieri Lab),40
42818,The Mentholatum Company R&D Site,Formulation Development Scientist Co-op,25
352918,Rutgers University,Temporary Clinical Research Assistant (Unpaid position),20
342290,Rutgers University,Temporary Research Assistant (Panettieri Lab-Unpaid position),30
436485,Syensqo ,Co-op Scientist - Electric Vehicle Lubricants,40
436484,Syensqo ,Coatings/Formulations Laboratory,30
426733,National Disease Research Interchange,Biomedical Researcher Analyst,50
345798,University of Pennsylvania,Clinical Research Assistant,45
429092,Norac Additives,Lab Technician Co-op,40
392317,University of Penn School of Medicine,Scientific Writing and Clinical Research,30
350122,University of Penn School of Medicine,Clinical Medical Innovation Project Assistant,30
436444,Thomas Jefferson University,Research Assistant,45
428402,Thomas Jefferson University,Orthopaedic Research Scientist,20
358495,Thomas Jefferson University,Research Assistant,25
432125,Lakernick Health and Wellness,Diagnostics Technician,30
432697,Children's Hospital of Philadelphia,Public Health Communication Co-op,30
339071,"Success Rehabilitation, Inc. ",Structured Day Treatment/Cognitive Rehab Therapist Assistant,20
436286,ConMed,R and D Engineering Co-op,35
436278,Syensqo ,Home Personal Care - CoOp,35
436211,Syensqo ,Technology Team - Synthesis,45
436210,Syensqo ,Technology Team - Synthesis - CoOp Encap,25
436127,Ivy Rehab Physical Therapy,Physical Therapy Aide - Art Museum District,20
419974,Crown Bakeries ,Co-op R&D Baker,55
416654,Crown Bakeries ,Co-op Process/Project Engineer,20
433192,Ivy Rehab Physical Therapy,Physical Therapy Aide,40
437162,"USDA, Agricultural Research Service, Eastern Regional",Laboratory Research Assistant,10
437132,Merck,Global Large Molecule Science and Technology Co-op,50
425953,University of Pennsylvania,Research Technician,40
431579,GPS of New Jersey MD PC,Plastic and Reconstructive Surgeon Shadow/Representative,35
415058,"Colorcon, Inc.",Associate Product Development Scientist,30
418347,"Colorcon, Inc.",Product Development - Chemist,40
436921,Johnson & Johnson,"Emerging Tech Co-Op - Spring House, PA",35
419040,The Lumen Center,Medical Assistant,15
425580,ProScribe,Entry Level Medical Scribe,55
418747,Children's Hospital of Philadelphia,CVAP Clinical Coordinator,40
436840,Merck,Global Supplier Management Group Indirect Procurement Scope 3 Environmental Sustainability Co-op,65
436833,Merck,"NASCM Logistics, Compliance, and Engineering Co-op",72
436741,Drexel University,Drexel DREAM Scholar Research Assistant and Trainee in Aging,52
422796,ReMed of Collage Rehabilitation Partners,"Brain Injury Specialist, New Jersey",30
426246,ReMed of Collage Rehabilitation Partners,"Brain Injury Specialist, Suburban Phila. (Chester County, PA)",25
436603,Vittoria Biotherapetics,Research Specialist,40
436601,Wills Eye Institute,Ophthalmic Technician,35
436581,Merck,Vaccine Manufacturing Co-op,20
426761,Children's Hospital of Philadelphia,Nursing Research Assistant Co-Op Lvl I,50
426295,Children's Hospital of Philadelphia,Nursing Co-Op Lvl I Endocrine/Diabetes,25
424479,University of Pennsylvania,Reproductive Laboratory Scientist,30
436549,Merck,Clinical Trial Slide Files Spring 2025 Co-op,40
436547,Merck,Global Supplier Management Group Direct Materials / CAPEX Co-op,65
436546,Merck,Research and Development Sourcing and Procurement Co-op,45
436539,Merck,Global Quality Large Molecule Analytical Sciences Co-op,15
420224,Boehringer Laboratories,Product and Business Development Co-Op,85
428804,Root Cause Insights,Research Analyst,75
431561,DVIRC ,Advanced Technology Scouting Co-op,55
430122,"Noramco of DE, Inc.",Engineering and Maintenance Co-op,35
344319,"Noramco of DE, Inc.",Supply Chain Co-op,35
344237,"Noramco of DE, Inc.","Environmental, Health, and Safety Co-op",45
344028,"Noramco of DE, Inc.",Process Engineering Co-op,55
427565,Bryn Mawr Medical Associates Cardiology,Patient Services Coordinator/Medical Assistant,40
411574,Thomas Jefferson University Hospital,Coordinator: Medical School Research,10
427777,"Aqua Pennsylvania, Inc.",Water Quality Co-op (Treatment),30
429839,IMCD,Lab Technician Co-op,10
428280,Northern Children's Services,Behavioral Health Technician (Wellness & Resiliency Program),40
421396,University Square Dental Associates ,Administrative /Dental assistant,15
421394,University Square Dental Associates ,Administrative Assistant,10
437103,Secant Group,Drug Delivery Co-op,20
437101,Secant Group,Medical Devices Co-op,40
437089,Crayola,Crayola R+D Product Development Co-Op (Spring 2024) - O'Connor,40
437088,Crayola,Crayola R+D Product Development Co-Op (Spring 2024) - Young,10
437087,Crayola,Crayola R+D Product Development Co-Op (Spring 2025) - Moskal,50
427562,Philadelphia Water Department,PWD Material Analyst Co-op/Adam Erying/BLS/1500 E Hunting Park Ave,25
423589,Philadelphia Water Department,"PWD Planning & Research/Demonstration Planning Co-op/Sean McKelvey/Phila, PA 19107",35
433612,Digitas Health ,"Associate, Science and Medicine, Digitas Health",65
429560,Kulicke & Soffa,Process R&D Engineering Co-op,60
422736,Accurate Tool Company,Machinist Co-Op,50
436938,One-D Nano,Lab Scientist,25
434510,Project Joy Studio,Joyful Architecture and/or Material Science/Chemistry Intern,40
436917,"Crazy Aaron Enterprises, Inc.",Materials and Process Engineer,35
421544,Philadelphia Water Department,"PWD Southeast Water Treatment Co-op / Hasib Ahmed/ Philadelphia, PA (new)",35
436896,Criterion Lab Inc.,Laboratory Analyst,15
436872,CERTAINTEED Corporation,Roofing R&D - Asphalt,50
436870,CERTAINTEED Corporation,R&D Gypsum,40
436861,CERTAINTEED Corporation,"R&D Co-Op - Sustainability, Fire and Analytical",35
335495,Estee Lauder/Northtec,Management Co-op (PADC Facility – Distribution/ECOMM Operations),68
436847,CERTAINTEED Corporation,Commercial Roofing R&D,40
317904,Estee Lauder/Northtec,Commercialization and Validation Engineering Co-op (Trevose/Keystone Facility),65
277716,Estee Lauder/Northtec,Management Co-op (Keystone Facility),65
436844,CERTAINTEED Corporation,Roofing R&D Co-Op,40
177653,Estee Lauder/Northtec,Management Co-op (Trevose Facility),70
422875,Johnson Matthey Inc,PGM Refining Technology Co-Op,40
436815,Integral Consulting Inc,Hydrogeologist/Environmental Scientist,20
436799,"Stonhard, Incorporated",R&D Co-op,35
427783,Innophos,"Asphalt Lab, Research and Development Department",20
429332,Innophos,Synthesis and Development Lab,20
436718,"Adesis, Inc. ",Chemistry Co-op Student,5
436717,"Adesis, Inc. ",Analytical Chemistry Co-op Student,20
436716,"Adesis, Inc. ",Manufacturing Analytical Chemistry Co-op Student,10
436714,"Adesis, Inc. ",Manufacturing Chemistry/Engineering Co-op Student,10
429821,West Pharmaceutical Services,Quality Engineering Co-Op,45
436656,Bay Hill Labs,Sample Administrator,45
436595,Syensqo ,Novel Biosurfactants for Agro & HPC Applications - Phys Chem,60
436593,Syensqo ,Biomaterials for Hair Fortification - Phys Chem CoOP,35
436586,Arkema,Applications Chemist,35
436559,Syensqo ,Agricultural Market Lab Coop,15
436483,Syensqo ,Coatings Emulsion Polymerization Co-op,15
429073,Siva Corrosion,Corrosion Technologist,45
435535,Pocono Environmental Education Center,Program Instructor/ Summer Camp Counselor,20
416656,Crown Bakeries ,Co-op QA Specialist,65
335493,Estee Lauder/Northtec,Management Co-op (PADC Facility – Receiving),70
437165,Hovione,Process Engineer/Scientist Co-op,20
437118,Heraeus Inc.,Quality Control Intern,32
437037,Sartomer Company Inc,R&D Chemist,10
370000,Heraeus Inc.,Product Manager Co-op,62
253951,Heraeus Inc.,Research and Development Technician,35
436888,Hillock Anodizing Inc.,Chemical Processor,35
436851,The Chemours Company,Chemical Engineering Co-op,25
436823,"Antares Nuclear, Inc",Quality Engineering Co-op,85
206380,Dontech Inc.,Project and Applications/Quality Engineering Co-op,40
433433,Axalta Coating Systems,Chemistry/Chemical Engineering Co-Op,30
416046,FXI,Research and Development Co-op,20
436380,"USDA, Agricultural Research Service, Eastern Regional",Chemistry / Chemical Engineering Co-op,40
437177,BLOCS,Marketing Assistant Co-op,40
437155,Foreword,Marketing & Operations Assistant,35
424723,Berks County Community Foundation,Marketing Communication Co-op,30
437146,Drexel Urban Health Collaborative,Creative Marketing and Design Communications Co-op,65
429044,Saxbys Coffee,Student Cafe Executive Officer,40
343685,U-Combination,Education Assistant,75
427960,CraftNOW Philadelphia,Project Design and Operations Co-op,40
431455,Drexel University,"Drexel Athletics Marketing Coordinator, External Relations",20
344770,Argyle Interactive,Creative Coordinator Co-op,35
344767,Argyle Interactive,Web Developer  Co-op,85
322382,Argyle Interactive,Social Media Manager Co-op,45
322381,Argyle Interactive,Marketing Developer,25
437116,Digitas Health ,Talent Coordinator,55
426812,Digitas Health ,"Associate Producer, Digitas Health",40
428545,Falkbuilt Philadelphia,Project Coordinator | Office Manager,45
434652,Vondern,Marketing/Entrepreneurship Co-op,40
421494,U.S. SQUASH,Events and Program Support,25
421493,U.S. SQUASH,Marketing and Communications Assistant,40
406574,U.S. SQUASH,Facility Assistant,35
437104,Urban Outfitters,Anthropologie Consumer Insights Co-op,40
437100,Morgan Lewis Bockius,Marketing Assistant Co-Op (Events),50
427628,Morgan Lewis Bockius,Marketing Assistant Co-Op (Public Relations),55
429783,Morgan Lewis Bockius,Business Development Co-Op,55
398855,"ESF, Inc. ",Customer Engagement Co-op,48
418159,"ESF, Inc. ",Recreational Operations Co-op,40
437097,Labademic Incorporated,Non-Profit Media/Graphic Design Co-op,65
437091,Summer Salt,Executive Food Expeditor,25
421859,Legacy Youth Tennis and Education,Sports Marketing and Communications Co-op,40
377734,VestedIn,"WesGold Fellows, Program Coordinator",40
424158,FreeAxez,Marketing Co-op,60
431196,"Goodwin Simon Strategic Research, Inc.",Public Opinion Research Co-op,15
437026,WXPN Radio,Editorial & Digital Content Co-op,25
402234,LandHealth Institute,Social Media and Communications Associate,45
437013,WXPN Radio,NPR World Cafe Co-op,25
422954,Exelon,00067 - Exelon Utilities (EU) Analytics- Business Marketing - BSC Co-Op (Autumn Schieffer),40
436991,Macquarie Group,Marketing Campaign Design and Management Co-op,60
436976,Commonwealth Proper,Showroom Assistant,35
436972,CrossFit Renaissance,Digital Media Co-op,40
436970,Upside Down Crab Bucket Inc,Event Coordinator,35
426807,Digitas Health ,"Account Coordinator, Digitas Health",65
436963,Macquarie Group,U.S. Wealth Channel Marketing Co-op,60
436959,Gravers Lane Gallery,Gallery Co-op - Marketing and Communications,30
429184,"TMNA Services, LLC",Corporate Communications Co-op,45
433277,National Board of Medical Examiners,Technical Communications Analyst,82
433282,National Board of Medical Examiners,Digital Marketing Analyst,50
422099,NewPoint Strategies,Marketing Social Media Co-Op,30
336672,CHUBB,Multinational Accident and Health Insurance Research and Analysis Co-op,60
429687,Project Joy Studio,Joyful Marketing Co-op,35
436918,Commonwealth Proper,Operations/Marketing Assistant,25
436916,YEN Studios,Social Media/PR and Marketing Intern,40
90600,Philadelphia Water Department,"WaterWorks Interpretive Center Co-op / Stacey Heffernan: Philadelphia, PA",30
351114,The Mom Edit ,"Video / YouTube Channel Co-op / Philadelphia, PA",40
369608,The Mom Edit ,Social Media Co-op For Center City Fashion Blog,50
416872,The Mom Edit ,General Co-op For Center City Fashion Blog,40
423237,The Mom Edit ,Editorial Assistant For Center City Fashion Blog,45
436882,Philadelphia Theatre Company,Development and Fundraising Office Intern,40
431018,SocialLadder,Marketing Content Specialist,30
431013,SocialLadder,Marketing Co-Op,35
423324,Summer Salt,Social Media / Photography Co-op,40
436879,Vertex Incorporated,Sales Enablement Content Creation Co-Op,75
436878,Beechwood Property Holdings Management,Real Estate Operations Co-op,30
436877,Vertex Incorporated,International Sales Enablement & Sales Support Co-Op,70
424477,Duane Morris LLP,Legal Recruitment & Development Co-op,30
292074,Duane Morris LLP,"Marketing & Business Development Co-op/Philadelphia, PA",45
436846,Philadelphia Theatre Company,General Management Intern,30
436843,Van Wyck & Van Wyck,Event Co-op,50
436836,Incyte Corporation ,US Market Access Co-Op,60
436832,Incyte Corporation ,Social Media Strategy & Analytics,45
436828,Drexel University,Project Coordinator (Co-op),25
436825,Incyte Corporation ,"US Product Strategy, Co-Op",50
436818,University of Pennsylvania - Athletic Equipment Operations,Social Media Manager of University of Pennsylvania Swimming and Diving,45
436814,MJ Test Prep,Front Desk Personnel and Administration Co-op,30
436807,BlackStar Projects,Impact Analyst,40
435753,Pennsylvania Environmental Council,Program Coordinator,40
435592,Women Against Abuse,Creative Marketing and Fundraising Co-op,45
436806,Michele Marie PR,Michele Marie PR Spring/Summer 2025 Fashion PR Co-op,30
436805,Silvi Specter Consulting LLC,Marketing Co-op,50
433338,Philadelphia Lawyers for Social Equity,Legal Administrative Assistant,45
436803,Drexel University,Social Media Manager/Content Creator,40
434532,Academy of Natural Sciences,Volunteer Program Assistant,30
285632,En Route,"Marketing Co-op: Social Media, Public Relations, Digital Marketing, Content Development",55
341586,Philly AIDS Thrift,Social Media Assistant - Thrift Store,30
430703,Painted Bride Quarterly,Editorial Assistant Co-op,40
436745,Mizu Brand LLC,Digital Marketing Co-op,50
429434,Children's Hospital of Philadelphia,Program Assistant,65
345715,LAGOS,Marketing Co-op,40
436735,Musicopia,Brand Storyteller,35
436733,Sole Provisions,Marketing Co-op - Sole Provisions,45
422467,Ditto PR,"Emerging Tech Communications/PR Co-op, Remote",55
423265,Philadelphia College/Osteopathic Med.,Admissions/Communications Co-op,25
436729,Drexel University,Communication and Programs Coordinator,50
370002,"FEW MODA, INC.",Merchandising/ Buying Co-op - Fashion Industry/NYC,30
419736,Drexel University,Marketing and Communications Assistant Co-op,40
436720,FringeArts,Marketing Co-op,20
436715,Urban Outfitters,URBN SEO Analyst Co-op,55
436713,FringeArts,Patron Services and Venue Administration Co-op,20
356503,Drexel University,Project Assistant,60
372074,Drexel University,Publishing/Editorial Assistant,50
432929,Black Female Therapist,"Mental Health, Animation/Audio/Video/Film Specialist",40
436681,University of Pennsylvania - Athletic Equipment Operations,Fitness and Wellness Co-op,30
436680,University of Pennsylvania - Athletic Equipment Operations,Campus Recreation Co-op,45
436671,Urban Outfitters,Nuuly CRM Co-op,65
431197,Gift of Life Donor Program,Communications and Development Co-op,40
392434,Gift of Life Donor Program,Public Affairs Co-Op,60
436610,The Dougherty Team of Marcus & Millichap,Financial Analyst (Commercial Real Estate Investments),35
436609,The Dougherty Team of Marcus & Millichap,Investment Sales Analyst (Commercial Real Estate Investments),72
426939,Kindercare Learning Center ,Assistant Teacher/Aide (Center City Philadelphia),10
416213,Kindercare Learning Center ,Assistant Teacher/Aide (Chester County),15
411454,Kindercare Learning Center ,Assistant Teacher/Aide (Montgomery County),10
397254,Kindercare Learning Center ,Assistant Teacher/Aide (Delaware County),25
426878,US Dream Academy ,Mentoring Assistant,20
349539,Drexel University,Video Collaboration And Production Support Specialist,80
211303,NRG Consumer East,Sales Ops Analyst,75
436594,GroundTruth,Marketing CooP,45
436592,GroundTruth,Salesforce Associate,75
341131,U.S. Department of Labor,Federal Contractor Compliance Officer Co-op,45
436575,Integrated Work,"Graphic Design, Research, and Operations Support Co-op",55
436563,Cozen O'Connor,Legal Innovation Co-op,90
436558,Social Responsibility Through Me,Marketing Intern,35
339171,Cashman & Associates,"Special Events Co-op / Philadelphia, PA",40
339170,Cashman & Associates,"Public Relations and Marketing Co-op / Philadelphia, PA",20
436555,University City Housing,Amenity and Events Intern,45
287490,Keystone Pictures,TV/STREAM/AV Production Co-Op,30
370043,Drexel University,STEAM Education Assistant,75
429450,Drexel University,Events Coordinator,35
436544,Your Philly Living,Video Production & Social Media Coordinator,15
436542,Echo Hospice of Pennsylvania,Events Coordination Assistant,32
433474,Dental Nachos,Operations and Marketing Assistant,30
361561,"Econsult Solutions, Inc.",Marketing Assistant,40
353885,Jitsik LLC ,"Marketing Research Assistant - Driving Simulation, Virtual Reality Startup",40
433038,Global Citizen,Operations Support,35
433037,Global Citizen,Community Organizer,40
427770,HKA,"Marketing and Communications Associate/Philadelphia, PA",45
